Txt,Year12,Month12,idx
"유월 양띠의 성향 - 운이 좋은 사람이다.

이 사람이 가는 곳엔 행운의 여신이 미소를 짓고 떨어지지 않는다. 
심심풀이로 응모했던 텔레비젼의 현상퀴즈에서 돈을 타게된다. 
복권 같은 것을 이 사람이 사게되면 확률은 훨씬 높아질 것이다. 
양친이 남긴 신용이나 사소한 계기가 나중에 생각지도 않은 효과를 발휘하게 된다.
또한 지휘자는 뛰어난 재능에다가 고관의 사위가 되어 한층 행복하게 되었다는 예도 있다.

명랑하고 대인관계가 좋으며 누구하고나 좋게 조화를 맞출 수가 있다는 데서 사람과 사람사이를 연결시키는 직업에 맞는다.
남자라면 부동산업, 도매업, 화상 혹은 외교관도 좋을 것이다.

여성은 작은 몸집이며 얼굴모양이 귀여우므로 5살정도 젊게 보이지만 단단하게 살이 찐 체구는 무의식 중에 강렬한 매력을 나타내고 있다. 
스웨터, 슬랙스 모습으로 거리를 걸어다니면 돌아보지 않는 남자는 아마 없을 것이다.
백화점, 회사의 경리등 될수록 사람 눈에 띄기 쉬운 곳에서 근무하도록 한다.

당신에게 알맞는 남성은 소띠의 7월태생 남자이다.
남성에게는 쥐띠의 9월생 사람이 좋은 궁합이다.","未","未",42
"칠월 양띠의 성향 - 한가지 일에 열중해서 성실한 노력에 의해 몸에 익힌 기술을 유일한 자랑으로 삼아 살아간다.

일단 맡은 일은 자신이 납득이 갈 때까지 물고 늘어지는 명인, 프로기질의 사람이다. 
세계최고봉을 정복한 영국의 힐라리경은 산사나이의 일념을 관철한 사람이다.

대체로 이사나 전직 등 움직이는 것을 싫어하며 자기의 집이 댐건설 예정지가 되면 강제 철거를 당할 마감 최후의 날까지 혼자 남을 정도이다.
사치스러운 남성이 하는 유행풍조를 못마땅하게 생각하며 당장 군대에 끌어갔으면 하고 생각하는 사람이 많은 것이다. 
또한 술에 취하면 콧노래를 잘부르는 사람이다.

착한 사람이며 남의 시중을 잘 돌보는 반면에 쓸모가 없는 사람이라 단정하면 일체 상대를 하지 않는 강한 마음도 있다.
어린애는 하늘에서 주어진 것이라 생각하고 소중히 여기며 귀여워한다.

이 달의 여성은 몸가짐이 곧은 것은 천하일품이며 데이트도 10회 신청해서 한번 응해주면 좋은 편이다. 
이 여성을 유혹할 수 있다면 플레이보이로서 일류일 것이다.
결혼 후는 남편과 어린이에게 헌신적으로 일을 하며 바람기 같은 것은 생각도 할 필요가 없지만 
연애소설이나 텔레비젼의 아슬아슬한 드라마에는 열중하는 일면도 있다.

남성은 말띠의 6월생 여성이 좋고 여성은 토끼띠의 6월생 남성과 결합하면 비슷한 사람이므로 잘 되어 갈 것이다.

집을 비울 때의 화재와 질병은 간장병에 주의하여야 한다.","未","申",43
"팔월 양띠의 성향 - 미적 감각의 예민성과 합리성을 아울러 갖고 있다.

상하로 값이 싼 옷이라도 이 사람이 입으면 최고 신사로 보이니 이상한 일이다. 
불과 몇 벌의 브라우스와 스커트를 잘 짝맞춰서 언제나 신선한 멋을 낼 수가 있는 것이다.
복장, 음식물 모두가 검소하지만 이것을 센스와 연구로서 보충하고 있다.
필요한 돈은 얼마든지 쓰는 대신에 한푼의 낭비도 하지 않는다. 
다소 시간이 걸려도 택시보다 전철을 이용하고 만나는 장소는 다방이 아니면 전철역으로 할 정도이다.
상점에서는 재빨리 좋고 싼 것을 발견하는 명수이다. 
따라서 저금도 상당히 하고 있는 사람이 많다.

이 달의 남성은 성격에서 오는 인상이 소프트하며 어딘가 달콤한 무드를 띄우고 있다. 
또 중년여성을 상대로 하는 장사가 아주 적합하다. 
화장품, 보석, 액세서리, 의복 등의 세일즈, 미용실, 염색점, 등의 경영이면 이상적일 것이다.

여성은 도회적이며 꾸밈새가 없는 핸섬한 남자와 만나게 되지만 어느 정도 매조키즘한 경향이 있다. 

남성은 용띠의 8월생 여성이 좋다.
여성은 쥐띠의 9월생 남성이 이상적인 궁합이다.","未","酉",44
"십이월 양띠의 성향 - 대단히 착한 사람이다.

남의빛을 대신 맡거나 싸움을 말리다가 크게 상처를 입는 등 손해를 볼 때도 많은 것 같다.
여성은 결혼사기에 휘말리기 쉬우므로 모습을 좋게 한 친절한 남자를 특히 조심하여야 한다.
이상가 타입이며 인간관계의 원활한 교제에 필요한 수단이나 아첨을 할 줄 모르는 성격이므로 자기도 모르게 적이 생길지도 모른다. 

거기다가 남을 알아보는 힘이 너무 약하므로 노력한 이상이나 대망의 꿈도 송두리째 무너질 때가 많은 것이다.
그리고 곤경에 빠져서 의욕이 소멸되고 이 세상이 악의에 차 있는 곳이구나 한탄하게 될지도 모른다.
그러나 이 돈키호테의 의기도 기껏 30대까지이며 해와 더불러 침착성이 늘어나서 현실에 발을 안정시킬 수가 있다.

이 달 태생의 사람은 철학자 타입이 많고 이 밖에 여배우, 가수로서 유명한 사람이 있으며 자기의 길을 타개해 나가려고 하는 사람이다.

남성은 모성애가 풍부한 말띠의 3월생 여성을 택하는 것이 좋다.
여성은 말띠의 10월생 남성이면 안심하고 몸과 마음을 맡길 수가 있을 것이다.
","未","丑",48
"일월 원숭이띠의 성향 - 아직 전해의 양해의 영향이 크게 남아 있다. 

온순하고 타인의 일을 간섭하거나 참견하지 않는 사람이며 적극적인 행동력도 풍부하다.
직업은 기술자 중에서도 설계, 계산 등이며 관리라면 농림기사와 같이 순수한 분야 혹은 세공물을 다루는 직업에 맞는다.
남의 일은 남의 것 자기 일은 자기의 일이라고 간섭하지 않는 성격이다. 
회의에서 좋은 플랜을 갖고 있어도 자기 소관에 관계가 없으면 발언을 하지 않고 마음속에서는 무시하는 냉정성이 있다.
 
이 달 태생의 사람에게 아침에 약한 사람이 많은 것은 저혈압 때문이다.
가벼운 저혈압은 오히려 장생하는 징조이므로 걱정할 필요는 없지만 엔진이 잘 걸리지가 않고 특히 오전 중은 초조하여 기분이 좋지 않게 되기가 쉽다.
그 대신 밤새우는 것은 끄떡도 하지 않으며 마작을 할 때 시간이 지나면 지날 수록 실력을 발휘하는 장기지구전형이다.

여성은 다소 간섭을 좋아하는 정도의 부지런한 남성과 궁합이 맞는다. 
양띠의 2월생 토끼띠의 정월생 남성이 이 타입니다.
남성은 성격이 비슷한 부부형이며 그다지 교제범위를 넓히지 않는 생활이 맞는다. 
범띠의 12월생, 돼지띠의 9월생 남성과 짝을 지우면 이러한 커플이 된다.","申","寅",49
"사월 원숭이띠의 성향 - 이 달 태생은 왕성한 향상심에 불타고 있는 사람이다.

돈을 번데다가 또 벌어서 쌓기 위해 분투를 계속한다. 
사람들이 반할만한 행동력이 있고 교제 범위도 넓지만  막상 마음을 열고 말을 할 수 있는 친구가 없을 것이다.
여러사람들에게 둘러싸여 있으면서도 고독한 그림자가 비치고 있다.

여성은 남을 돕는 것을 고생으로 여기지 않는 사람이며 상담 상대로서 뺄 수가 없는 존재이다.
아내로서도 재미있는 점이 있다.
자기로서는 열심히 집을 위해서 노력하고 있다고 생각하여도 헛탕이 될 때가 자주 있다. 
남편의 친척과 같은 지역에서 사는 사람은 특히 이 점에 주의하여야 할 것이다. 
작은 일이라도 남편과 의논하는 것이 좋을 것이다.

중년이 지나서 천식에 주의하기 바란다.
 
이와 같은 성격이므로 궁합도 힘들어 신중하게 선택하지 않으면 안 된다. 
여성은 가산보다도 아내의 바깥에서의 능력을 평가해 주는 토끼띠의 5월생, 돼지띠의 7월생 남성과 결합하면 행복한 가정을 만들 수가 있으며, 
남성은 교제를 잘 하고 어여쁜 여성이 맞는다. 
토끼띠의 2월생, 소띠의 3월생 중에 포함되어 있다.","申","巳",52
"오월 원숭이띠의 성향 - 머리가 좋은 것이 도리어 마이너스가 되고 있다.

한계나 단점을 먼저 보기 때문에 처음부터 노력할 것을 하지 않은 타입이다.
그러기 때문에 뛰어난 소질을 갖고 있으면서도 발전하기에 고민하는 것이다.
그러면서도 인정되지 않는 것을 불만으로 생각하니 스트레스가 항상 쌓여있는 것이다.

수면제나 정신 안정제를 사용하기 쉽지만 이것은 체질적으로 맞지 않으므로 테니스나 볼링 따위의 적당한 피로를 주는 스포트로 발산하는 것이 건강이나 정신면에서도 좋을 것이다.

친한 친구나 애인과 이별하는 운수를 갖고 있다. 
보잘 것 없는 조그만 일의 의견차이가 원인이 된다. 
그 때에는 크게 쇼크를 받지만 이 때를 참고 넘기면 인간적으로 크게 성장한다.
그 후에 생긴 친구는 일생 마음을 털어놓고 애기 할 수 있는 친구가 될 것이다. 
또 애인과의 3개월정도의 교제로서 결혼하게 된다.

카메라맨, 르포라이터, 프리 디자이너 등 감각적인 예민성을 살릴 수 있는 화려한 직업으로 성공할 기회가많다.
여성의 미를 표현하는 사진작가, 가요무대에 제일인자 같은 미를 나타내는 사람들에 이 달의 태생이 많다.

궁합을 보면 여성은 꾸준히 노력을 쌓고 있는 형의 샐러리맨으로 뱀띠의 9월생 남성이 좋고 남성은 청결한 느낌을 주는 말띠의 5월생, 토끼띠의 10월생 여성과 맞는다.","申","午",53
"칠월 원숭이띠의 성향 - 말도 능숙, 손도 능숙, 무엇이든 해보려는 정신이 넘쳐있다.

회사에서 현재의 일과 전혀 분야가 다른 곳에 전임발령을 받아도 도리어 이것을 좋아하며 즉시 익숙하게 되는 것이다.
법학과를 나오고 카메라맨이 되거나 샐러리맨을 청산하고 식당으로 전업해서 성공하는 사람이 많다.
작가, 탤런트, 정치가, 일러스트레터, 사회자, 배우, 마라톤 선수들 중 유명한 사람이 이 달 태생이 많은 것 같다.

성격이 음식을 좋아하므로 상당한 식도락가이다. 
살모사의 양념구이, 개구리, 지렁이 등 무엇이든 먹는 것이라면 모두 먹는다.

여성은 겉치레를 좋아하며 돈이나 실력이 없어도 핸섬하기만 하면 열을 올린다. 
그리고 이만하면 이라고 생각하면 자신이 적극적으로 프로포즈하고 상대가 점찍은 유력한 후보를 따돌려서 승리를 따낸다.

남성은 자기와 비슷한 환경에서 자라난 여성으로는 만족할 수가 없다.
직장결혼은 애당초 부정하고 있다. 외국인과 결혼하는 사람도 많다. 

이러한 결합을 살리는 궁합은 여성은 말띠의 3월생, 쥐띠의 2월생 남성이 좋다.
남성은 범띠의 8월생, 양띠의 8월생 여성과 맞는다.
","申","申",55
"구월 원숭이띠의 성향 - 모든 일에 대해서 상당히 긴장하는 성격이다.

시험이 시작하는 벨이 울리면 갑자기 화장실에 가고 싶어지는 것은 국민학교 시절부터의 버릇이다.
여성은 자꾸만 무릎이 걱정되어 다방에서 남성 앞에 앉으면 20초도 못되어 스커트자락을 잡아내린다. 
이 남자의 마음을 웃기는 순진성이 나중에까지 남게하는 사람이다.
또 자신의 유방이 몸 전체의 밸런스를 흐트릴 정도로 크지나 않을까 하고 남 몰래 고민하고 있는 사람이 많은 것 같다.

이 달 태생의 사람은 자신이 없는데서 오는 긴장감, 이것 때문에 실패하지나 않을까 하는 조바심의 악순환을 반복하고 있다. 그러나 자신을 잃고 있는 부분은 오히려 당신의 특징인 것이다. 
남이 어떻게 생각하건 말건, 실패를 겁내지 말고 적극적으로 이것을 밀고 나감으로써 당신의 운수는 밝게 열리게 되는 것이다.

궁합도 이 점에 중점을 두고 생각한다.
무엇이든 적극적으로 플러스의 방향으로 해석할 수 있는 상대가 좋은 것이다.
남성은 말띠의 12월생, 양띠의 10월생 여성이 좋다.
여성은 토끼띠의 5월생, 양띠의 8월생 남성과 궁합이 잘 맞는다.

여행 중에 집을 비우면 도난을 당할 우려가 있으니 부디 조심하기 바란다.
병은 관절의 고장에 주의하기 바란다.","申","戌",57
"십이월 원숭이띠의 성향 - 일에 집중하고 있을 때와 놀 때의 전환을 아주 잘 하는 사람이다.

중도에 흐지부지하거나 무위한 시간을 보내는 일은 절대로 하지를 않는다.
이것뿐만이 아니라 이 사람은 모든 것에 융화성이 있고 폭이 넓은 사람이다.
자기를 위해 한 것이 그대로 사람들에게 즐거움과 기쁜을 주게된다.
스포츠랜드나 영화 등 레저관계가 적성이며 일을 차차 크게 벌이게 된다.

남성은 태연히 여성을 칭창하는데 명인이다. 
이 때의 말투나 태도가 세련되어 있으므로 싫지가 않고 도리어 친밀하게 되는 계기가 된다. 
또 이 달 태생의 여성은 건강이 매우 좋으면 출산 후에 몸의 회복도 빠르고 즉시 평상으로 회복한다.
안전을 요하는 날짜 계산은 신중히 하기를 바란다.

여성은 남성이 도와줌으로써 한없이 성장을 할 가능성이 높다. 
이렇게 할 수 있는 것은 토끼띠의 12월생, 양띠의 12월생 남성이다. 
또 남성은 일을 내일로 미루지 않고 그때 그때 척척 처리할 수 있는 여성을 좋아한다.
말띠의 4월생, 돼지띠의 9월생인 사람이 궁합에 맞는다.","申","丑",60
"일월 닭띠의 성향 - 전해의 원숭이해의 영향을 아직 다분히 받고 있으므로 예리한 직관력이나 재치도 유연하고 부드러운 무드로 감싸여 있어 대단히 인상이 좋은 타입니다.

말하기를 좋아여 이것이 때로는 호언장담이 된다. 
따라서 말에 비해서 실행이 따르지 못한다. 
미국이나 구라파의 애기를 좋아해서 언제나 여행하고 싶어하는 사람이다.

큰 보자기를 펼치고 있는 뒤에는 단단히 자기 나름대로의 축재길을 생각하고 있어 절대로 생활에 곤란한 일은 없다.
이해 타산이 강하므로 외교관, 정치가로는 아주 적합하다. 

궁합을 보면 애정은 있어도 정에는 전혀 좌우되지 않는 타입이므로 상대를 택한다면 다소 오버된 감정을 할 수 있는 사람이 좋을 것이다.
당신이 남성이라면 말띠의 8월생 혹은 용띠의 7월생 여성을 택하는 것이다.
또 여성이라면 개띠의 5월생, 말띠의 12월생 남성이 좋을 것이다.

중년기 여행길에서 큰 부상을 당할 때가 있다. 특히 눈을 조심하기 바란다.
또 이 달 태생의 사람은 담배를 좋아하므로 니코틴 중독의 염려가 다분히 있다.
이 달 태생의 사람에는 시인이나 배우 또는 가수들이 많다.
","酉","寅",61
